sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
Derek might run around those grocery stores.,Derek might run around that grocery stores.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,521,p26,determiner_noun_agreement_2,target
Vincent hasn't researched a lot of books.,Some library hasn't researched a lot of books.,syntax,s-selection,animate_subject_trans,660,p26,animate_subject_trans,target
These pedestrians that could clean that dish have investigated themselves.,These pedestrians that could clean that dish have investigated itself.,syntax_semantics,binding,principle_A_c_command,660,p26,principle_A_c_command,target
April sounded like Amelia.,The museum sounded like Amelia.,syntax,s-selection,animate_subject_trans,411,p26,animate_subject_trans,target
Who did the waiters' healing Lucille aggravate.,Who did the waiters' healing aggravate Lucille.,syntax,island_effects,sentential_subject_island,513,p26,sentential_subject_island,target
All paintings were there scaring Jennifer.,There were all paintings scaring Jennifer.,semantics,quantifiers,existential_there_quantifiers_2,626,p26,existential_there_quantifiers_2,target
Scott remembers who these waitresses disagree with.,Scott remembers that these waitresses disagree with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,513,p26,wh_vs_that_with_gap,target
Alice was kissing those customers.,Alice was kissing that customers.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,411,p26,determiner_noun_agreement_2,target
What has Meredith ascended while climbing up a lot of stairs?,What has Meredith ascended a lot of stairs while climbing up?,syntax,island_effects,adjunct_island,740,p26,adjunct_island,target
Friends of Christopher hug one grandson of and senators' contractors hug a lot long grandson of.,Friends of Christopher hug one fast grandson of and senators' contractors hug a lot long.,syntax,ellipsis,ellipsis_n_bar_2,411,p26,ellipsis_n_bar_2,target
Most organizations reveal who the drivers worked with.,Most organizations reveal that the drivers worked with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,411,p26,wh_vs_that_with_gap,target
Who had Kristin cared for after escaping from these children?,Who had Kristin cared for these children after escaping from?,syntax,island_effects,adjunct_island,678,p26,adjunct_island,target
Who hadn't Katherine realized she will observe?,Who hadn't Katherine realized who will observe?,syntax,island_effects,wh_island,136,p26,wh_island,target
Barbara examines every essay.,That candle examines every essay.,syntax,s-selection,animate_subject_trans,521,p26,animate_subject_trans,target
Who is Eric curing while approaching Larry?,Who is Eric curing Larry while approaching?,syntax,island_effects,adjunct_island,660,p26,adjunct_island,target
Thomas figures out who many cashiers haven't disliked.,Thomas figures out that many cashiers haven't disliked.,syntax,filler_gap_dependency,wh_vs_that_with_gap,737,p26,wh_vs_that_with_gap,target
All customers who loved this book shouldn't dislike themselves.,All customers who loved this book shouldn't dislike itself.,syntax_semantics,binding,principle_A_c_command,859,p26,principle_A_c_command,target
The guys that were talking to the waitress were learning.,The that were guys were talking waitress the to learning.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,737,p26,distractor_agreement_relative_clause,filler
Debra wouldn't research these pictures.,Debra wouldn't research this pictures.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,859,p26,determiner_noun_agreement_2,target
Who has Margaret criticized while thinking about Lawrence?,Who has Margaret criticized Lawrence while thinking about?,syntax,island_effects,adjunct_island,136,p26,adjunct_island,target
Each plate wasn't there looking like the print.,There wasn't each plate looking like the print.,semantics,quantifiers,existential_there_quantifiers_2,513,p26,existential_there_quantifiers_2,target
Todd fixes one glass and the grandson of Tonya fixes three hidden glass.,Todd fixes one exposed glass and the grandson of Tonya fixes three hidden.,syntax,ellipsis,ellipsis_n_bar_2,626,p26,ellipsis_n_bar_2,target
Every teacher wasn't there urging Emily's boyfriend to speak up.,There wasn't every teacher urging Emily's boyfriend to speak up.,semantics,quantifiers,existential_there_quantifiers_2,660,p26,existential_there_quantifiers_2,target
Cheryl breaks that fork.,Cheryl breaks those fork.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,678,p26,determiner_noun_agreement_2,target
Even Roger also hopes to care for Thomas.,Even Roger ever hopes to care for Thomas.,semantics,npi_licensing,npi_present_1,411,p26,npi_present_1,target
Craig's handymen were sure to flirt.,Craig's sure were to handymen flirt.,syntax_semantics,control_raising,tough_vs_raising_2,859,p26,tough_vs_raising_2,filler
Even Sandra had clearly gone fishing.,Even Sandra had ever gone fishing.,semantics,npi_licensing,npi_present_1,513,p26,npi_present_1,target
Lawrence sounded like those movie theaters.,Lawrence sounded like that movie theaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,740,p26,determiner_noun_agreement_2,target
Who is Colleen watching without approaching Allison?,Who is Colleen watching Allison without approaching?,syntax,island_effects,adjunct_island,859,p26,adjunct_island,target
Waitresses return to that public park.,Waitresses return to those public park.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,737,p26,determiner_noun_agreement_2,target
Meredith boycotted these college campuses.,The high school boycotted these college campuses.,syntax,s-selection,animate_subject_trans,626,p26,animate_subject_trans,target
Even James really visits this boy.,Even James ever visits this boy.,semantics,npi_licensing,npi_present_1,136,p26,npi_present_1,target
Emily thinks Robert references himself.,Emily Robert references thinks himself.,syntax_semantics,binding,principle_A_domain_3,737,p26,principle_A_domain_3,filler
Even the Clintons often divorced.,Even the Clintons ever divorced.,semantics,npi_licensing,npi_present_1,660,p26,npi_present_1,target
Kevin isn't figuring out what some guests lifted.,Kevin isn't figuring out that some guests lifted.,syntax,filler_gap_dependency,wh_vs_that_with_gap,859,p26,wh_vs_that_with_gap,target
Who could Frank observe before concealing Robert?,Who could Frank observe Robert before concealing?,syntax,island_effects,adjunct_island,513,p26,adjunct_island,target
Who had the cucumber's distracting Larry stunned.,Who had the cucumber's distracting stunned Larry.,syntax,island_effects,sentential_subject_island,411,p26,sentential_subject_island,target
All cats are there stunning Gina.,There are all cats stunning Gina.,semantics,quantifiers,existential_there_quantifiers_2,737,p26,existential_there_quantifiers_2,target
Sara did reveal a few reports and Naomi did reveal several brown reports.,Sara did reveal a few out in the open reports and Naomi did reveal several brown.,syntax,ellipsis,ellipsis_n_bar_2,513,p26,ellipsis_n_bar_2,target
Who is every apple's disturbing Tammy upsetting.,Who is every apple's disturbing upsetting Tammy.,syntax,island_effects,sentential_subject_island,859,p26,sentential_subject_island,target
Melinda wasn't realizing who these photographs look like.,Melinda wasn't realizing that these photographs look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,136,p26,wh_vs_that_with_gap,target
Even Jason did clearly bake.,Even Jason did ever bake.,semantics,npi_licensing,npi_present_1,737,p26,npi_present_1,target
Each waiter is there investigating who could convince Jessica's cousins to sneeze.,There is each waiter investigating who could convince Jessica's cousins to sneeze.,semantics,quantifiers,existential_there_quantifiers_2,678,p26,existential_there_quantifiers_2,target
Who might this dancer's exploring this bank distract.,Who might this dancer's exploring distract this bank.,syntax,island_effects,sentential_subject_island,660,p26,sentential_subject_island,target
Companies hate several sons and the Clintons hate a few uncertain sons.,Companies hate several clever sons and the Clintons hate a few uncertain.,syntax,ellipsis,ellipsis_n_bar_2,740,p26,ellipsis_n_bar_2,target
The forgotten movies were important.,The movies forgotten were important.,morphology,irregular_forms,irregular_past_participle_adjectives,737,p26,irregular_past_participle_adjectives,filler
What was Lawrence healing after finding many snakes?,What was Lawrence healing many snakes after finding?,syntax,island_effects,adjunct_island,411,p26,adjunct_island,target
Denise shouldn't investigate what those bikes look like.,Denise shouldn't investigate that those bikes look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,660,p26,wh_vs_that_with_gap,target
Dana can attack Aaron.,A dress can attack Aaron.,syntax,s-selection,animate_subject_trans,678,p26,animate_subject_trans,target
This actress listened to these guests.,This actress listened to this guests.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,513,p26,determiner_noun_agreement_2,target
Many actresses that can find an apple won't astound themselves.,Many actresses that can find an apple won't astound itself.,syntax_semantics,binding,principle_A_c_command,136,p26,principle_A_c_command,target
Some boy who does kiss Kirsten notices himself.,Some boy who does kiss Kirsten notices herself.,syntax_semantics,binding,principle_A_c_command,737,p27,principle_A_c_command,target
Derek might run around those grocery stores.,Derek might run around that grocery stores.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,521,p27,determiner_noun_agreement_2,target
Who is Eric curing while approaching Larry?,Who is Eric curing Larry while approaching?,syntax,island_effects,adjunct_island,660,p27,adjunct_island,target
Alexander has known Sarah.,This cafe has known Sarah.,syntax,s-selection,animate_subject_trans,737,p27,animate_subject_trans,target
Kirsten discusses one school and Steven discusses more old school.,Kirsten discusses one purple school and Steven discusses more old.,syntax,ellipsis,ellipsis_n_bar_2,660,p27,ellipsis_n_bar_2,target
Lawrence sounded like those movie theaters.,Lawrence sounded like that movie theaters.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,740,p27,determiner_noun_agreement_2,target
These pedestrians that could clean that dish have investigated themselves.,These pedestrians that could clean that dish have investigated itself.,syntax_semantics,binding,principle_A_c_command,660,p27,principle_A_c_command,target
Todd fixes one glass and the grandson of Tonya fixes three hidden glass.,Todd fixes one exposed glass and the grandson of Tonya fixes three hidden.,syntax,ellipsis,ellipsis_n_bar_2,626,p27,ellipsis_n_bar_2,target
A hill that shouldn't upset Natalie shouldn't annoy itself.,A hill that shouldn't upset Natalie shouldn't annoy herself.,syntax_semantics,binding,principle_A_c_command,678,p27,principle_A_c_command,target
